airline_sentiment,negativereason,airline,name
negative,Lost Luggage,United,michaelsalinger
negative,Lost Luggage,United,8629Fissile
positive,,United,The5y5Adm1n
negative,Can't Tell,United,urno12
negative,Can't Tell,United,vancouverbrit
neutral,,United,The5y5Adm1n
negative,Cancelled Flight,United,lindaSWC
positive,,United,raulcordenillo
positive,,United,urno12
positive,,United,FIETA_DOC
negative,Flight Attendant Complaints,United,CellucorJulio
neutral,,United,michaelsalinger
negative,Lost Luggage,United,tiffy_mac
negative,Lost Luggage,United,tiffy_mac
negative,Customer Service Issue,United,lindaSWC
negative,Late Flight,United,vaficionado
negative,Customer Service Issue,United,747_TJ
negative,Bad Flight,United,747_TJ
neutral,,United,xRaeCatherine
negative,Lost Luggage,United,mortgagesbycoop
negative,Cancelled Flight,United,kbleggett
positive,,United,Emily_VII
negative,Customer Service Issue,United,fairplay500
negative,Customer Service Issue,United,kbleggett
negative,Late Flight,United,lindaSWC
neutral,,United,fairplay500
negative,Lost Luggage,United,mortgagesbycoop
negative,Customer Service Issue,United,cristobalwong
neutral,,United,fairplay500
neutral,,United,The_Playmaker20
negative,Lost Luggage,United,kevinforgoogle
positive,,United,MelanieSpring
negative,Lost Luggage,United,mortgagesbycoop
negative,Customer Service Issue,United,Meyer47
neutral,,United,dafg42
negative,Can't Tell,United,kbleggett
negative,Can't Tell,United,kbleggett
negative,Flight Attendant Complaints,United,kbleggett
negative,Customer Service Issue,United,ajpape
neutral,,United,FIETA_DOC
negative,Customer Service Issue,United,kbleggett
negative,Late Flight,United,DavidRogerswork
negative,Can't Tell,United,mbarnas
negative,Customer Service Issue,United,real_steve_ward
positive,,United,The_Playmaker20
negative,Flight Booking Problems,United,FIETA_DOC
neutral,,United,FIETA_DOC
negative,Customer Service Issue,United,lindaSWC
negative,Late Flight,United,CellucorJulio
negative,Late Flight,United,RissaWissa
negative,Lost Luggage,United,ajpape
negative,Cancelled Flight,United,Meyer47
neutral,,United,DJPartyMarty
negative,Customer Service Issue,United,Darquenloveli
neutral,,United,paula1231970
negative,Late Flight,United,alikat9220
neutral,,United,fortytoo
negative,Late Flight,United,macefaceeeee
negative,Late Flight,United,DaniOnTheFritz
positive,,United,drewziIIa
negative,Damaged Luggage,United,petergau
positive,,United,tomcrabtree
negative,Cancelled Flight,United,tomcrabtree
negative,Lost Luggage,United,ColtonWoytas
negative,Can't Tell,United,FIETA_DOC
negative,Flight Attendant Complaints,United,KeenanPam
neutral,,United,rholbrook
positive,,United,CaseyWoodTV
positive,,United,PhilFromChico
negative,Can't Tell,United,kbleggett
neutral,,United,zach_wardroup
negative,Lost Luggage,United,michaelsalinger
negative,Customer Service Issue,United,Tdrag97
neutral,,United,Siv
neutral,,United,xRaeCatherine
negative,Flight Attendant Complaints,United,kbleggett
negative,Customer Service Issue,United,fortytoo
negative,Late Flight,United,MelanieSpring
negative,Customer Service Issue,United,kbleggett
negative,Cancelled Flight,United,fortytoo
neutral,,United,CaseyWoodTV
negative,Customer Service Issue,United,throthra
negative,Late Flight,United,DJPartyMarty
negative,Customer Service Issue,United,Darquenloveli
negative,Flight Attendant Complaints,United,throthra
positive,,United,luke_mcintosh68
negative,Cancelled Flight,United,CaseyWoodTV
negative,Cancelled Flight,United,fortytoo
negative,Lost Luggage,United,michaelsalinger
negative,Customer Service Issue,United,wordstern
negative,Can't Tell,United,CharlieGMoney
neutral,,United,sacsmitty
positive,,United,Meyer47
negative,Customer Service Issue,United,The5y5Adm1n
neutral,,United,The5y5Adm1n
neutral,,United,Gouwerijn
negative,Can't Tell,United,oduric
negative,Lost Luggage,United,kbleggett
neutral,,United,xRaeCatherine
neutral,,United,BinyGlancz
negative,Customer Service Issue,United,sacsmitty
negative,Lost Luggage,United,ColtonWoytas
negative,Lost Luggage,United,danmedwards
negative,Lost Luggage,United,danmedwards
neutral,,United,Kelley_Myers
negative,Late Flight,United,gregriv
negative,Flight Attendant Complaints,United,Greg_Mueller
negative,Lost Luggage,United,michaelsalinger
neutral,,United,andreaSanger
negative,Late Flight,United,RyanMagovs
negative,Can't Tell,United,handsomanderson
negative,Lost Luggage,United,PreyingMantis02
negative,Bad Flight,United,theBRYZness
negative,Flight Attendant Complaints,United,hellojennizzle
negative,Can't Tell,United,cyberhosed
negative,Late Flight,United,CharlieGMoney
negative,Can't Tell,United,_mhertz
negative,Late Flight,United,whs1973
negative,Can't Tell,United,_mhertz
positive,,United,family6travels
positive,,United,throthra
positive,,United,ChrisMD123
negative,Damaged Luggage,United,throthra
negative,Bad Flight,United,davidchernin
negative,Customer Service Issue,United,AndyA3
negative,Late Flight,United,kevinaom
negative,Cancelled Flight,United,kimberlytwaters
negative,Customer Service Issue,United,JeffPKirkland
negative,Customer Service Issue,United,BethStuever
positive,,United,AlexanderKrach
negative,Customer Service Issue,United,rholbrook
negative,Customer Service Issue,United,real_steve_ward
positive,,United,thetonyblank
negative,Flight Booking Problems,United,rholbrook
negative,Late Flight,United,CharlieGMoney
negative,Late Flight,United,stopz
negative,Flight Attendant Complaints,United,CharlieGMoney
negative,Bad Flight,United,gguilber
negative,Late Flight,United,gguilber
neutral,,United,Zgrinch
positive,,United,thetonyblank
negative,Customer Service Issue,United,rholbrook
neutral,,United,AndyA3
negative,Lost Luggage,United,MommyPR
negative,Can't Tell,United,AndyA3
negative,Lost Luggage,United,MommyPR
negative,Customer Service Issue,United,jlgustafson1
negative,Bad Flight,United,theKos
negative,Can't Tell,United,MommyPR
negative,Customer Service Issue,United,jasonjernigan
neutral,,United,thelaurenmoore
negative,Flight Booking Problems,United,TravelShopVT
negative,Bad Flight,United,Nikki62878
positive,,United,j0rdanj0nes
neutral,,United,momsgoodeats
neutral,,United,momsgoodeats
negative,Flight Booking Problems,United,rholbrook
neutral,,United,DeputyBrans
negative,Cancelled Flight,United,xRaeCatherine
negative,Can't Tell,United,mllovelace
negative,Lost Luggage,United,Ted_Bray
negative,Can't Tell,United,MommyPR
positive,,United,DickAltavista
positive,,United,Clking_sf
negative,Lost Luggage,United,Bozboyku1
neutral,,United,rdowning76
neutral,,United,brando_787
neutral,,United,j0rdanj0nes
positive,,United,NonYourBusines9
negative,Lost Luggage,United,Ted_Bray
negative,Lost Luggage,United,Ted_Bray
positive,,United,whitterbug
positive,,United,drewziIIa
negative,Lost Luggage,United,MommyPR
neutral,,United,throthra
positive,,United,ginanotjenna
negative,Customer Service Issue,United,dannydibiase1
positive,,United,frqnttraveler
negative,Lost Luggage,United,throthra
positive,,United,goodenufmother
negative,Lost Luggage,United,tpensari
negative,Lost Luggage,United,tpensari
neutral,,United,AlexanderKrach
neutral,,United,startupstella
negative,Customer Service Issue,United,tpensari
negative,Flight Attendant Complaints,United,gregriv
negative,Cancelled Flight,United,whitterbug
negative,Customer Service Issue,United,gregriv
negative,Bad Flight,United,nbhdsheila
negative,Cancelled Flight,United,Apollochplayers
neutral,,United,goodenufmother
negative,Late Flight,United,hefeman
neutral,,United,goodenufmother
negative,Customer Service Issue,United,bartha75
positive,,United,jalvich
negative,Customer Service Issue,United,bartha75
negative,Bad Flight,United,goodenufmother
negative,Lost Luggage,United,jalvich
negative,Customer Service Issue,United,tpensari
neutral,,United,lovejodierose
negative,Customer Service Issue,United,CharlieGMoney
positive,,United,RockinMikeW
positive,,United,MirandaAtx
negative,Customer Service Issue,United,tclarktweets
negative,Flight Attendant Complaints,United,CengageTeamUP
negative,Bad Flight,United,brooklyn_dodger
negative,Customer Service Issue,United,SmartBlondeSolu
neutral,,United,koploperfan1992
negative,Flight Booking Problems,United,frqnttraveler
negative,Lost Luggage,United,jalvich
negative,Lost Luggage,United,MikeShor
neutral,,United,SmartBlondeSolu
neutral,,United,family6travels
negative,Can't Tell,United,kabell87
neutral,,United,JawnRedcorn
negative,Lost Luggage,United,mattscottcrum
negative,Bad Flight,United,ganteisan
neutral,,United,family6travels
negative,Customer Service Issue,United,BrittanyWolgast
positive,,United,ryanaround
negative,Flight Booking Problems,United,aliasboogie
negative,Customer Service Issue,United,aliasboogie
negative,Can't Tell,United,AaronGirson
negative,Can't Tell,United,aliasboogie
negative,Flight Booking Problems,United,rodneyondrums
negative,Cancelled Flight,United,MirandaAtx
negative,Flight Attendant Complaints,United,aliasboogie
positive,,United,aliasboogie
negative,Customer Service Issue,United,zaudrey
negative,Flight Attendant Complaints,United,jasonpblakey
negative,Cancelled Flight,United,_Emilky_
negative,Customer Service Issue,United,hangsf
negative,Customer Service Issue,United,AaronGirson
negative,Can't Tell,United,mjc_collins
positive,,United,TuraOntheroad
neutral,,United,MisterDJW
positive,,United,peoplesavvy
neutral,,United,jbuhl35
negative,Customer Service Issue,United,jasonpblakey
negative,Bad Flight,United,ishowman
negative,Lost Luggage,United,rhyminanstealin
negative,Cancelled Flight,United,rhyminanstealin
neutral,,United,colbycaterina
negative,Flight Attendant Complaints,United,colbycaterina
negative,Can't Tell,United,eadonjacobs
neutral,,United,cameronsmith17
negative,Can't Tell,United,colbycaterina
neutral,,United,colbycaterina
negative,Customer Service Issue,United,mironovich
negative,Customer Service Issue,United,KelliZink
neutral,,United,Portal_Aviacion
negative,Late Flight,United,kachampney
negative,Cancelled Flight,United,KelliZink
negative,Customer Service Issue,United,dfpietra
neutral,,United,RoatanGallery
negative,Lost Luggage,United,Margo_Rae
negative,Can't Tell,United,ousoonerfanatic
negative,Can't Tell,United,Mr_RHolmes
negative,Customer Service Issue,United,ryanaround
negative,Customer Service Issue,United,ryanaround
negative,Can't Tell,United,cameronsmith17
negative,Can't Tell,United,artistanxiety
negative,Can't Tell,United,jasonpblakey
negative,Can't Tell,United,franciscogonima
negative,Bad Flight,United,SamuelSitt
negative,longlines,United,franciscogonima
negative,Can't Tell,United,CoffeeCult448
negative,Late Flight,United,pjmartin44
negative,Lost Luggage,United,tiffy_mac
negative,Late Flight,United,pjmartin44
negative,Lost Luggage,United,kevinforgoogle
negative,Can't Tell,United,laarsNL
negative,Late Flight,United,dfpietra
negative,Flight Attendant Complaints,United,cristobalwong
neutral,,United,twohlix
neutral,,United,cristobalwong
negative,Late Flight,United,jcbtdd
negative,Flight Attendant Complaints,United,xRaeCatherine
negative,Can't Tell,United,bartha75
negative,Customer Service Issue,United,TuraOntheroad
positive,,United,teamcrafty
negative,Late Flight,United,tbird12lv
negative,Late Flight,United,cristobalwong
negative,Customer Service Issue,United,itsmetsforme
positive,,United,swampynomo
positive,,United,herma48852
negative,Lost Luggage,United,PreyingMantis02
negative,Can't Tell,United,scott_fitzy
negative,Can't Tell,United,simonroesner
negative,Flight Attendant Complaints,United,cristobalwong
negative,Can't Tell,United,Jim_Rehbein
neutral,,United,DavidAlfieWard
negative,Customer Service Issue,United,TheJessicaKill
negative,Late Flight,United,hooton
negative,Cancelled Flight,United,KeamBleam
negative,Can't Tell,United,aliasboogie
negative,Customer Service Issue,United,teamcrafty
positive,,United,TRUU_Tall
negative,Cancelled Flight,United,Jim_Rehbein
neutral,,United,RoatanGallery
positive,,United,fredcarlton
negative,Late Flight,United,cristobalwong
negative,Flight Attendant Complaints,United,lisaboban
negative,Can't Tell,United,politicsci
negative,Can't Tell,United,segallsays
negative,Customer Service Issue,United,GeorgeMcflyOG
positive,,United,CigarNate
positive,,United,ericsimmerman
positive,,United,medictom
negative,Flight Booking Problems,United,GalbraithPeter
negative,Lost Luggage,United,twohlix
negative,Flight Booking Problems,United,berr_a
negative,Lost Luggage,United,xThePro
negative,Bad Flight,United,bdhowald
negative,Flight Attendant Complaints,United,aliasboogie
negative,Flight Booking Problems,United,Nupe588
neutral,,United,davedittrich
negative,longlines,United,jhclutter
negative,Can't Tell,United,nyc2theworld
positive,,United,Lisa_Shaw777
negative,Can't Tell,United,medictom
neutral,,United,FlyEIA
positive,,United,jbuhl35
positive,,United,HeyAileen
negative,Late Flight,United,nfranco
negative,Lost Luggage,United,juangarcia202
negative,Lost Luggage,United,KeamBleam
negative,Customer Service Issue,United,underceg
negative,Flight Attendant Complaints,United,godvertiser
negative,Customer Service Issue,United,KateRChrisman
negative,Late Flight,United,DianeReischling
negative,Customer Service Issue,United,CarrieMantha
negative,Customer Service Issue,United,spumilia
positive,,United,JessicaLevin
negative,Cancelled Flight,United,Lisa_Shaw777
negative,Customer Service Issue,United,RonGaudelli
negative,Late Flight,United,MeganHolstein
positive,,United,mfcompany
negative,Bad Flight,United,segallsays
negative,Customer Service Issue,United,KateRChrisman
neutral,,United,judell
negative,Late Flight,United,nikitee94
negative,Customer Service Issue,United,KateRChrisman
negative,Late Flight,United,ClarkeTheSpark
negative,Bad Flight,United,8629Fissile
negative,Lost Luggage,United,sgad1983
neutral,,United,momsgoodeats
neutral,,United,momsgoodeats
neutral,,United,8629Fissile
negative,Late Flight,United,katiedonohue
negative,Late Flight,United,kennykhlee
negative,Late Flight,United,ejohnson329
positive,,United,roxymtjoy
negative,Can't Tell,United,Austin_Grisham
negative,Can't Tell,United,Austin_Grisham
negative,Damaged Luggage,United,raulcordenillo
negative,Customer Service Issue,United,underceg
positive,,United,koploperfan1992
negative,Can't Tell,United,raulcordenillo
negative,longlines,United,Nupe588
negative,Late Flight,United,docmartin_10
negative,Cancelled Flight,United,katiedonohue
negative,Late Flight,United,docmartin_10
negative,Late Flight,United,CowboyPharmD
negative,Bad Flight,United,docmartin_10
positive,,United,franknoc
neutral,,United,Lisa_Shaw777
negative,Flight Booking Problems,United,aminghadersohi
negative,Bad Flight,United,vancouverbrit
neutral,,United,ADanaiBaker
negative,Customer Service Issue,United,daesf
negative,Cancelled Flight,United,peskyspoll
positive,,United,CaroDavis2012
positive,,United,roxymtjoy
negative,Lost Luggage,United,BeyondBlunt
negative,Flight Attendant Complaints,United,lisaboban
positive,,United,tmarsh83
negative,Customer Service Issue,United,GalbraithPeter
negative,longlines,United,jwints
positive,,United,CaroDavis2012
neutral,,United,tmarsh83
positive,,United,hart0277
negative,Cancelled Flight,United,sarahali
negative,Cancelled Flight,United,tmarsh83
negative,Late Flight,United,tmarsh83
negative,Customer Service Issue,United,EnriqueGtz_
neutral,,United,aleciamastin
negative,Late Flight,United,tmarsh83
negative,Customer Service Issue,United,pamdelaney585
positive,,United,gwen1013
positive,,United,mydulcebella
neutral,,United,CaroDavis2012
negative,Can't Tell,United,darrellwhitelaw
